Palm Bay,Florida,27.955,-80.6627
Provo,Utah,40.2457,-111.6457
Worcester,Massachusetts,42.2705,-71.8079
Murrieta,California,33.572,-117.1909
Greenville,South Carolina,34.8353,-82.3647
Brookhaven,New York,40.8321,-72.9518
Wichita,Kansas,37.6896,-97.3442
Toledo,Ohio,41.6639,-83.5822
Staten Island,New York,40.5834,-74.1496
Des Moines,Iowa,41.5725,-93.6105
Long Beach,California,33.7981,-118.1675
Port St. Lucie,Florida,27.2796,-80.3883
Denton,Texas,33.2176,-97.1419
Madison,Wisconsin,43.0826,-89.3931
Reno,Nevada,39.5497,-119.8483
Harrisburg,Pennsylvania,40.2752,-76.8843
Little Rock,Arkansas,34.7256,-92.3576
Oakland,California,37.7903,-122.2165
Durham,North Carolina,35.9794,-78.9031
Winston-Salem,North Carolina,36.1029,-80.2611
Bonita Springs,Florida,26.3559,-81.7861
Indio,California,33.7346,-116.2346
Palm Coast,Florida,29.5392,-81.246
Chattanooga,Tennessee,35.0657,-85.2488
Spokane,Washington,47.6671,-117.433
Syracuse,New York,43.0409,-76.1438
Lancaster,Pennsylvania,40.0421,-76.3012
Arlington,Texas,32.6998,-97.125
Stockton,California,37.9765,-121.3109
Poughkeepsie,New York,41.6949,-73.921
Augusta,Georgia,33.3645,-82.0708
Boise,Idaho,43.6007,-116.2312
Oxnard,California,34.1963,-119.1815
Scranton,Pennsylvania,41.4044,-75.6649
Modesto,California,37.6374,-121.0028
Kissimmee,Florida,28.3042,-81.4164
Aurora,Colorado,39.7087,-104.7273
Youngstown,Ohio,41.0993,-80.6463
Fayetteville,Arkansas,36.0713,-94.166
Anaheim,California,33.839,-117.8572
Pensacola,Florida,30.4427,-87.1886
Victorville,California,34.5277,-117.3536
Lancaster,California,34.6935,-118.1753
Greensboro,North Carolina,36.0956,-79.8269
Corpus Christi,Texas,27.726,-97.3755
Fort Wayne,Indiana,41.0886,-85.1437
Santa Ana,California,33.7366,-117.8819
Flint,Michigan,43.0235,-83.6922
Islip,New York,40.7384,-73.1887
Fayetteville,North Carolina,35.0846,-78.9776
Jackson,Mississippi,32.3163,-90.2124
Santa Rosa,California,38.4458,-122.7067
Lansing,Michigan,42.7142,-84.5601
Lexington,Kentucky,38.0423,-84.4587
Ann Arbor,Michigan,42.2755,-83.7312
Henderson,Nevada,36.0133,-115.038
Huntsville,Alabama,34.6988,-86.6412
Mobile,Alabama,30.6783,-88.1162
Fort Collins,Colorado,40.5478,-105.0656
Asheville,North Carolina,35.5704,-82.5536
Santa Clarita,California,34.4175,-118.4964
St. Paul,Minnesota,44.9477,-93.104
Antioch,California,37.9789,-121.7958
Lakeland,Florida,28.0556,-81.9545
Oyster Bay,New York,40.7845,-73.5139
Trenton,New Jersey,40.2236,-74.7641
Lincoln,Nebraska,40.809,-96.6788
Springfield,Missouri,37.1943,-93.2916
Anchorage,Alaska,61.1508,-149.1091
Plano,Texas,33.0502,-96.7487
Irvine,California,33.6772,-117.7738
Davenport,Iowa,41.5563,-90.6052
Rockford,Illinois,42.2597,-89.0641
Newark,New Jersey,40.7245,-74.1725
South Bend,Indiana,41.6767,-86.2696
Shreveport,Louisiana,32.4656,-93.7956
Round Lake Beach,Illinois,42.379,-88.0811
Savannah,Georgia,32.0281,-81.1784
Myrtle Beach,South Carolina,33.7096,-78.8843
Chula Vista,California,32.6281,-117.0145
Eugene,Oregon,44.0563,-123.1173
Canton,Ohio,40.8075,-81.3677
Lubbock,Texas,33.5659,-101.8878
Reading,Pennsylvania,40.34,-75.9267
Winter Haven,Florida,28.0118,-81.7017
Salem,Oregon,44.9231,-123.0246
St. Petersburg,Florida,27.7931,-82.6652
Lafayette,Louisiana,30.2084,-92.0323
Laredo,Texas,27.5629,-99.4875
Jersey City,New Jersey,40.7161,-74.0682
Concord,North Carolina,35.3933,-80.6366
Columbus,Georgia,32.51,-84.8771
Chandler,Arizona,33.2826,-111.8516
McKinney,Texas,33.2015,-96.6669
Scottsdale,Arizona,33.6872,-111.8651
Killeen,Texas,31.0754,-97.7296
Tallahassee,Florida,30.4551,-84.2526
Peoria,Illinois,40.752,-89.6153
Wilmington,North Carolina,34.21,-77.8866
Montgomery,Alabama,32.3473,-86.2666
Gilbert,Arizona,33.3101,-111.7463
Glendale,Arizona,33.5791,-112.2311
North Las Vegas,Nevada,36.288,-115.0901
Chesapeake,Virginia,36.6778,-76.3024
Barnstable,Massachusetts,41.6722,-70.3599
Norfolk,Virginia,36.8945,-76.259
Fremont,California,37.5265,-121.9852
Kennewick,Washington,46.1978,-119.1732
Garland,Texas,32.91,-96.6305
Irving,Texas,32.8584,-96.9702
Visalia,California,36.3276,-119.3269
Atlantic City,New Jersey,39.3797,-74.4527
Paradise,Nevada,36.0807,-115.1369
Nashua,New Hampshire,42.7491,-71.491
Arlington,Virginia,38.8786,-77.1011
Hialeah,Florida,25.8696,-80.3046
York,Pennsylvania,39.9651,-76.7315
North Hempstead,New York,40.7912,-73.6688
Evansville,Indiana,37.9881,-87.5341
Avondale,Arizona,33.3858,-112.3236
Brownsville,Texas,25.998,-97.4565
Gulfport,Mississippi,30.4271,-89.0703
Appleton,Wisconsin,44.2779,-88.3891
Bremerton,Washington,47.5436,-122.7122
Hickory,North Carolina,35.7425,-81.323
Tacoma,Washington,47.2431,-122.4531
San Bernardino,California,34.1417,-117.2946
College Station,Texas,30.5852,-96.296
Kalamazoo,Michigan,42.2749,-85.5882
Thousand Oaks,California,34.1914,-118.8755
Roanoke,Virginia,37.2785,-79.958
Fontana,California,34.0968,-117.4599
Moreno Valley,California,33.9244,-117.2045
Babylon,New York,40.6924,-73.3585
North Port,Florida,27.0577,-82.1975
Fargo,North Dakota,46.8652,-96.8292
Green Bay,Wisconsin,44.515,-87.9896
Spring Valley,Nevada,36.0987,-115.2619
Amarillo,Texas,35.1988,-101.8311
Portland,Maine,43.6773,-70.2715
Santa Barbara,California,34.4285,-119.7202
Gainesville,Florida,29.6804,-82.3458
Huntington,New York,40.8522,-73.3824
Olympia,Washington,47.0417,-122.8959
Frisco,Texas,33.1555,-96.8215
Yonkers,New York,40.9466,-73.8674
Norwich,Connecticut,41.5495,-72.0882
Glendale,California,34.1818,-118.2468
Huntington Beach,California,33.696,-118.0025
Deltona,Florida,28.905,-81.2137
Aurora,Illinois,41.7637,-88.2901
Tempe,Arizona,33.3881,-111.9318
Overland Park,Kansas,38.887,-94.687
Grand Prairie,Texas,32.6872,-97.0209
Sunrise Manor,Nevada,36.1785,-115.049
Waco,Texas,31.5598,-97.1881
Salinas,California,36.6884,-121.6317
Waterbury,Connecticut,41.5583,-73.0361
Clarksville,Tennessee,36.5695,-87.342
Cedar Rapids,Iowa,41.9665,-91.6782
Sioux Falls,South Dakota,43.5397,-96.732
Huntington,West Virginia,38.4109,-82.4344
Ontario,California,34.0393,-117.6064
Hagerstown,Maryland,39.6401,-77.7217
Erie,Pennsylvania,42.1168,-80.0733
Vancouver,Washington,45.6366,-122.5967
Nampa,Idaho,43.5845,-116.5631
Spartanburg,South Carolina,34.9437,-81.9257
Gastonia,North Carolina,35.2494,-81.1853
Fort Lauderdale,Florida,26.1412,-80.1464
Lorain,Ohio,41.4409,-82.184
Murfreesboro,Tennessee,35.8492,-86.4119
High Point,North Carolina,35.9907,-79.9938
Newport News,Virginia,37.1051,-76.5185
Rancho Cucamonga,California,34.1248,-117.5666
Hemet,California,33.7341,-116.9969
Santa Cruz,California,36.9789,-122.0346
Danbury,Connecticut,41.4016,-73.471
Peoria,Arizona,33.7844,-112.2989
Oceanside,California,33.2247,-117.3083
Elk Grove,California,38.416,-121.3842
Pembroke Pines,Florida,26.0128,-80.3382
Vallejo,California,38.1133,-122.2358
Garden Grove,California,33.7787,-117.9601
Enterprise,Nevada,36.0164,-115.2208
Medford,Oregon,42.3372,-122.8537
Cary,North Carolina,35.782,-78.8191
Marysville,Washington,48.0809,-122.1561
Corona,California,33.8616,-117.5649
Ocala,Florida,29.178,-82.1511
Fredericksburg,Virginia,38.2992,-77.4872
Gainesville,Georgia,34.2903,-83.8301
Manchester,New Hampshire,42.9848,-71.4447
Champaign,Illinois,40.1144,-88.2735
Alexandria,Virginia,38.8185,-77.0861
Hayward,California,37.6328,-122.0772
Springfield,Illinois,39.771,-89.6538
Lakewood,Colorado,39.6977,-105.1168
Lafayette,Indiana,40.399,-86.8594
Frederick,Maryland,39.4336,-77.4141
Lake Charles,Louisiana,30.2012,-93.2122
Odessa,Texas,31.8831,-102.3406
Tuscaloosa,Alabama,33.2348,-87.5267
Warner Robins,Georgia,32.597,-83.6529
Palmdale,California,34.5944,-118.1057
Hollywood,Florida,26.0294,-80.1679
Midland,Texas,32.0249,-102.1137
Leesburg,Florida,28.7657,-81.8996
Port Arthur,Texas,29.8554,-93.9264
Muskegon,Michigan,43.2281,-86.2563
Macon,Georgia,32.8065,-83.6974
Kansas City,Kansas,39.1234,-94.7443
Sunnyvale,California,37.3836,-122.0256
Pomona,California,34.0585,-117.7626
Escondido,California,33.1347,-117.0722
Pasadena,Texas,29.6583,-95.1499
New Bedford,Massachusetts,41.6697,-70.9428
Fairfield,California,38.2592,-122.0324
Naperville,Illinois,41.7483,-88.1657
Bellevue,Washington,47.5951,-122.1535
Binghamton,New York,42.1014,-75.9093
Elkhart,Indiana,41.6916,-85.9628
Topeka,Kansas,39.0346,-95.6955
Joliet,Illinois,41.5189,-88.1499
Beaumont,Texas,30.0849,-94.1451
Paterson,New Jersey,40.9147,-74.1624
Merced,California,37.3057,-120.4778
Pueblo,Colorado,38.2705,-104.6112
Tyler,Texas,32.3184,-95.3062
Torrance,California,33.8346,-118.3417
Yuma,Arizona,32.5992,-114.5488
Metairie,Louisiana,29.9977,-90.178
Surprise,Arizona,33.68,-112.4524
Columbia,Missouri,38.9478,-92.3256
Athens,Georgia,33.9508,-83.3689
Roseville,California,38.7703,-121.3196
Thornton,Colorado,39.9197,-104.9438
Miramar,Florida,25.9773,-80.3351
Pasadena,California,34.1597,-118.139
Mesquite,Texas,32.7623,-96.5889
Olathe,Kansas,38.8832,-94.8198
Santa Maria,California,34.9334,-120.4432
Houma,Louisiana,29.5799,-90.7058
Carrollton,Texas,32.989,-96.8999
Grand Junction,Colorado,39.0876,-108.5673
Charleston,West Virginia,38.3484,-81.6323
Orange,California,33.8038,-117.8218
Fullerton,California,33.8841,-117.9279
Greeley,Colorado,40.4151,-104.7706
Las Cruces,New Mexico,32.3265,-106.7892
Panama City,Florida,30.1995,-85.6004
Harlingen,Texas,26.1917,-97.6976
Ramapo,New York,41.1404,-74.1072
West Valley City,Utah,40.6889,-112.0115
Hampton,Virginia,37.0551,-76.363
Warren,Michigan,42.4934,-83.027
Mauldin,South Carolina,34.7849,-82.3005
Bloomington,Illinois,40.4757,-88.9703
Coral Springs,Florida,26.2702,-80.2591
Round Rock,Texas,30.5254,-97.666
Yakima,Washington,46.5923,-120.5496
Sterling Heights,Michigan,42.5809,-83.0305
Kent,Washington,47.3887,-122.2129
Burlington,North Carolina,36.0758,-79.4686
Bellingham,Washington,48.7543,-122.4687
Santa Clara,California,37.3645,-121.968
Racine,Wisconsin,42.7274,-87.8135
Greenville,North Carolina,35.5956,-77.3768
Stamford,Connecticut,41.1035,-73.5583
Elizabeth,New Jersey,40.6657,-74.1912
Johnson City,Tennessee,36.3406,-82.3803
Lynchburg,Virginia,37.4003,-79.1909
Simi Valley,California,34.2663,-118.749
Amherst,New York,43.0117,-78.7569
Fort Smith,Arkansas,35.3493,-94.3695
Kenosha,Wisconsin,42.5864,-87.8765
Norman,Oklahoma,35.2335,-97.3471
South Lyon,Michigan,42.4614,-83.6526
Boulder,Colorado,40.0249,-105.2523
Abilene,Texas,32.4543,-99.7384
Lehigh Acres,Florida,26.612,-81.6388
Pearland,Texas,29.5585,-95.3215
Berkeley,California,37.8723,-122.276
Richardson,Texas,32.9717,-96.7093
Redding,California,40.5698,-122.365
Arvada,Colorado,39.8321,-105.1511
East Los Angeles,California,34.0326,-118.1691
St. George,Utah,37.077,-113.577
Billings,Montana,45.7891,-108.5524
Yuba City,California,39.1357,-121.6381
Rochester,Minnesota,44.0151,-92.4778
Leominster,Massachusetts,42.5209,-71.7717
Kingsport,Tennessee,36.5224,-82.5453
Duluth,Minnesota,46.7756,-92.1392
Rock Hill,South Carolina,34.9416,-81.0244
Gilroy,California,37.0047,-121.5855
Cambridge,Massachusetts,42.3759,-71.1185
Sugar Land,Texas,29.5935,-95.6357
Texas City,Texas,29.4128,-94.9658
Iowa City,Iowa,41.6559,-91.5303
Saginaw,Michigan,43.4199,-83.9501
Chico,California,39.7575,-121.8152
Dover,Delaware,39.161,-75.5203
Clearwater,Florida,27.9789,-82.7622
Coeur d'Alene,Idaho,47.7041,-116.7935
Seaside,California,36.6224,-121.8191
Independence,Missouri,39.0871,-94.3501
Smithtown,New York,40.8662,-73.2164
West Jordan,Utah,40.6024,-112.0008
Brandon,Florida,27.9367,-82.3
Bloomington,Indiana,39.1637,-86.5257
El Monte,California,34.0739,-118.0291
North Charleston,South Carolina,32.9066,-80.0722
Carlsbad,California,33.1247,-117.2837
St. Cloud,Minnesota,45.5339,-94.1718
Temecula,California,33.4928,-117.1315
Clovis,California,36.8278,-119.6831
Meridian,Idaho,43.6112,-116.3968
The Woodlands,Texas,30.1738,-95.5134
Westminster,Colorado,39.8837,-105.0624
Costa Mesa,California,33.6667,-117.9135
Monroe,Louisiana,32.5183,-92.0774
Utica,New York,43.0961,-75.226
Pompano Beach,Florida,26.2428,-80.1312
West Palm Beach,Florida,26.7468,-80.1316
Waterloo,Iowa,42.492,-92.3522
Everett,Washington,47.9525,-122.1669
El Centro,California,32.7867,-115.5586
Santa Fe,New Mexico,35.6619,-105.9819
Downey,California,33.9379,-118.1312
Spring Hill,Florida,28.4797,-82.53
Lowell,Massachusetts,42.6389,-71.3217
Centennial,Colorado,39.5926,-104.8674
Elgin,Illinois,42.0385,-88.3229
Richmond,California,37.9477,-122.339
Broken Arrow,Oklahoma,36.0365,-95.7809
Miami Gardens,Florida,25.9433,-80.2426
Bend,Oregon,44.0562,-121.3087
Burlington,Vermont,44.4877,-73.2314
Jurupa Valley,California,34.001,-117.4705
Sandy Springs,Georgia,33.9366,-84.3703
Gresham,Oregon,45.5023,-122.4413
Lewisville,Texas,33.0452,-96.9823
Hillsboro,Oregon,45.5272,-122.9361
San Buenaventura,California,34.2741,-119.2314
Jacksonville,North Carolina,34.7288,-77.3941
Pottstown,Pennsylvania,40.2507,-75.6444
Inglewood,California,33.9566,-118.3444
League City,Texas,29.4873,-95.1087
Eau Claire,Wisconsin,44.8199,-91.4949
Turlock,California,37.5053,-120.8588
Temple,Texas,31.1076,-97.3894
Sioux City,Iowa,42.4959,-96.3901
Salisbury,Maryland,38.3756,-75.5867
Davie,Florida,26.0789,-80.287
Daly City,California,37.6862,-122.4685
Highlands Ranch,Colorado,39.5419,-104.9708
Allen,Texas,33.1088,-96.6735
West Covina,California,34.0555,-117.9112
Sparks,Nevada,39.5729,-119.7157
Wichita Falls,Texas,33.9072,-98.5291
San Mateo,California,37.5521,-122.3122
Columbia,Maryland,39.2004,-76.859
Norwalk,California,33.9069,-118.0829
Rialto,California,34.1174,-117.3894
Manteca,California,37.7927,-121.2264
Arden-Arcade,California,38.6034,-121.381
El Cajon,California,32.8017,-116.9605
Burbank,California,34.1879,-118.3235
Longmont,Colorado,40.1686,-105.1005
Lakewood,New Jersey,40.0763,-74.2031
Renton,Washington,47.4784,-122.1919
Vista,California,33.1896,-117.2386
Logan,Utah,41.74,-111.8419
Prescott Valley,Arizona,34.5983,-112.3176
Vacaville,California,38.359,-121.968
Edinburg,Texas,26.3197,-98.1596
Carmel,Indiana,39.965,-86.146
Spokane Valley,Washington,47.6626,-117.2346
San Angelo,Texas,31.4424,-100.4506
La Crosse,Wisconsin,43.824,-91.2268
Edison,New Jersey,40.536,-74.3697
Idaho Falls,Idaho,43.4872,-112.0362
Holland,Michigan,42.7677,-86.0985
Charlottesville,Virginia,38.0375,-78.4855
Longview,Texas,32.5193,-94.7621
Woodbridge,New Jersey,40.5611,-74.2943
Tracy,California,37.7269,-121.4522
Bismarck,North Dakota,46.8144,-100.7694
Orem,Utah,40.2983,-111.6992
Compton,California,33.893,-118.2275
Sunrise,Florida,26.1547,-80.2997
Quincy,Massachusetts,42.2516,-71.0183
Lynn,Massachusetts,42.4779,-70.9663
South Gate,California,33.9448,-118.1926
Kirkland,Washington,47.6974,-122.2054
Westminster,California,33.7523,-117.9938
Germantown,Maryland,39.1755,-77.2643
Santa Monica,California,34.0232,-118.4813
Miami Beach,Florida,25.8171,-80.1396
San Leandro,California,37.7071,-122.1601
Citrus Heights,California,38.6948,-121.288
State College,Pennsylvania,40.7909,-77.8568
Hawthorne,California,33.9146,-118.3476
Whittier,California,33.9678,-118.0188
Clifton,New Jersey,40.8631,-74.1575
Milpitas,California,37.4339,-121.8921
Alhambra,California,34.084,-118.1355
Upper Darby,Pennsylvania,39.949,-75.2892
Mountain View,California,37.4,-122.0796
Buena Park,California,33.8572,-118.0046
Silver Spring,Maryland,39.0028,-77.0207
Somerville,Massachusetts,42.3908,-71.1013
Deerfield Beach,Florida,26.305,-80.1277
Cicero,Illinois,41.8445,-87.7593
Lawrence,Massachusetts,42.7003,-71.1626
Cheyenne,Wyoming,41.1351,-104.79
Tustin,California,33.7309,-117.8106
Lakewood,California,33.8471,-118.1221
Pine Hills,Florida,28.5818,-81.4693
New Rochelle,New York,40.9305,-73.7836
Lebanon,Pennsylvania,40.3412,-76.4227
Alameda,California,37.767,-122.2672
Watsonville,California,36.9206,-121.7706
Davis,California,38.5552,-121.7365
Bellflower,California,33.888,-118.1271
Baldwin Park,California,34.0829,-117.9721
Centreville,Virginia,38.8391,-77.4388
Camden,New Jersey,39.9362,-75.1073
Evanston,Illinois,42.0463,-87.6942
New Britain,Connecticut,41.6758,-72.7862
Pawtucket,Rhode Island,41.8744,-71.3743
Lauderhill,Florida,26.1605,-80.2242
Wilmington,Delaware,39.7415,-75.5413
Lynwood,California,33.924,-118.2017
Passaic,New Jersey,40.8574,-74.1282
Gaithersburg,Maryland,39.1346,-77.2132
Union City,New Jersey,40.7674,-74.0323
South San Francisco,California,37.6536,-122.4197
Mount Vernon,New York,40.9136,-73.8291
Redondo Beach,California,33.8574,-118.3766
Tamarac,Florida,26.2056,-80.2542
Florence-Graham,California,33.9682,-118.2447
Schenectady,New York,42.8025,-73.9276
Bayonne,New Jersey,40.6661,-74.1141
East Orange,New Jersey,40.7651,-74.2117
Brentwood,New York,40.7839,-73.2522
North Miami,Florida,25.9007,-80.1686
Skokie,Illinois,42.0359,-87.74
Pico Rivera,California,33.9902,-118.0888
Montebello,California,34.0155,-118.1108
North Bergen,New Jersey,40.7938,-74.0242
The Hammocks,Florida,25.67,-80.4483
National City,California,32.6654,-117.0983
Coconut Creek,Florida,26.2803,-80.1842
Fountainebleau,Florida,25.7723,-80.3458
La Habra,California,33.9278,-117.9513
Malden,Massachusetts,42.4305,-71.0576
South Whittier,California,33.9336,-118.0311
West Allis,Wisconsin,43.0068,-88.0296
Taylorsville,Utah,40.657,-111.9493
Monterey Park,California,34.0497,-118.1326
Gardena,California,33.8944,-118.3073
Cupertino,California,37.3168,-122.0465
La Mesa,California,32.7703,-117.0204
Brookline,Massachusetts,42.3243,-71.1408
Margate,Florida,26.2466,-80.2119
Carson City,Nevada,39.1512,-119.7474
Middletown,New York,41.4459,-74.4236
Union,New Jersey,40.6953,-74.2697
White Plains,New York,41.022,-73.7549
Jefferson City,Missouri,38.5676,-92.1759
Arcadia,California,34.1342,-118.0373
Huntington Park,California,33.98,-118.2167
Medford,Massachusetts,42.4234,-71.1087
Tamiami,Florida,25.7556,-80.4016
Kendale Lakes,Florida,25.7081,-80.4078
New Brunswick,New Jersey,40.487,-74.445
Fountain Valley,California,33.7105,-117.9514
Ithaca,New York,42.4442,-76.5032
Oak Lawn,Illinois,41.7139,-87.7528
Berwyn,Illinois,41.8433,-87.7909
Aloha,Oregon,45.492,-122.8726
Irvington,New Jersey,40.7242,-74.2318
Rosemead,California,34.0689,-118.0823
Paramount,California,33.8976,-118.1652
Revere,Massachusetts,42.4192,-71.0036
Aspen Hill,Maryland,39.0928,-77.0823
Helena,Montana,46.5965,-112.0202
West New York,New Jersey,40.7856,-74.0093
Hoboken,New Jersey,40.7453,-74.0279
Oak Park,Illinois,41.8872,-87.7899
Levittown,New York,40.7241,-73.5125
Perth Amboy,New Jersey,40.5203,-74.2724
Placentia,California,33.8807,-117.8553
Aliso Viejo,California,33.5792,-117.7289
Country Club,Florida,25.9407,-80.3102
Plainfield,New Jersey,40.6154,-74.4157
Wheaton,Maryland,39.0492,-77.0572
North Bethesda,Maryland,39.0393,-77.1191
Cerritos,California,33.8677,-118.0686
Lakewood,Ohio,41.4824,-81.8008
Bloomfield,New Jersey,40.8098,-74.1868
Cypress,California,33.8171,-118.0386
Hollister,California,36.8563,-121.3981
Ceres,California,37.5953,-120.9625
University,Florida,28.0771,-82.4335
Antelope,California,38.7153,-121.361
La Mirada,California,33.9025,-118.0093
North Highlands,California,38.6713,-121.3721
Florin,California,38.4832,-121.4042
Covina,California,34.0903,-117.8817
Rye,New York,41.0076,-73.6872
Everett,Massachusetts,42.4064,-71.0545
Arlington,Massachusetts,42.4187,-71.164
Oakland Park,Florida,26.178,-80.1528
Altadena,California,34.1928,-118.1345
North Lauderdale,Florida,26.2113,-80.2209
Hackensack,New Jersey,40.889,-74.0461
Cleveland Heights,Ohio,41.5112,-81.5636
Concord,New Hampshire,43.2305,-71.5595
Annandale,Virginia,38.8324,-77.196
Rohnert Park,California,38.348,-122.6964
Salem,Massachusetts,42.5129,-70.902
North Miami Beach,Florida,25.9302,-80.166
Whitney,Nevada,36.1005,-115.038
Freeport,New York,40.6515,-73.585
San Bruno,California,37.6254,-122.4313
Hicksville,New York,40.7637,-73.5245
West Babylon,New York,40.7112,-73.3567
Bell Gardens,California,33.9663,-118.155
Campbell,California,37.2802,-121.9538
Woonsocket,Rhode Island,42.001,-71.4993
Greenacres,Florida,26.6272,-80.1371
Wilkes-Barre,Pennsylvania,41.2468,-75.8759
Teaneck,New Jersey,40.89,-74.0107
Montclair,California,34.0714,-117.698
San Gabriel,California,34.0948,-118.099
Hallandale Beach,Florida,25.9854,-80.1423
Keizer,Oregon,45.0029,-123.0241
Chelsea,Massachusetts,42.3959,-71.0325
La Puente,California,34.0323,-117.9533
Waipahu,Hawaii,21.3858,-158.0103
Annapolis,Maryland,38.9706,-76.5047
Culver City,California,34.0058,-118.3968
Frankfort,Kentucky,38.1924,-84.8643
Northglenn,Colorado,39.9108,-104.9783
Fort Lee,New Jersey,40.8509,-73.9712
Lake Worth,Florida,26.6196,-80.0591
Kendall West,Florida,25.7065,-80.4388
Montclair,New Jersey,40.8254,-74.211
La Presa,California,32.711,-117.0027
Stanton,California,33.8002,-117.9935
East Meadow,New York,40.7197,-73.5604
Mission Bend,Texas,29.6948,-95.6657
Egypt Lake-Leto,Florida,28.0177,-82.5062
Richmond West,Florida,25.6105,-80.4297
Valley Stream,New York,40.6647,-73.7044
Hanover Park,Illinois,41.9819,-88.1447
South Miami Heights,Florida,25.5886,-80.3862
Aventura,Florida,25.9565,-80.1372
Park Ridge,Illinois,42.0125,-87.8436
West Hollywood,California,34.0882,-118.3718
Richfield,Minnesota,44.8762,-93.2833
Kearns,Utah,40.652,-112.0093
Lincoln Park,Michigan,42.2432,-83.1811
Lauderdale Lakes,Florida,26.1682,-80.2017
Belleville,New Jersey,40.795,-74.1616
Watertown Town,Massachusetts,42.37,-71.1774
Foothill Farms,California,38.6867,-121.3475
Elmont,New York,40.7033,-73.7078
Temple City,California,34.1021,-118.0579
Chillum,Maryland,38.9667,-76.979
Bell,California,33.9801,-118.1798
Westmont,California,33.9417,-118.3018
Manhattan Beach,California,33.8895,-118.3972
Englewood,Colorado,39.6468,-104.9942
Buenaventura Lakes,Florida,28.3349,-81.3539
Oildale,California,35.4249,-119.0279
Norristown,Pennsylvania,40.1224,-75.3398
Montgomery Village,Maryland,39.1783,-77.1957
University City,Missouri,38.6657,-90.3315
Midvale,Utah,40.6148,-111.8928
